Index, Target, Period, P Error, Width1, D1 Error, Width2, D2 Error, Depth1, A1 Error, Depth2, A2 Error
777,TIC 320268279,0.45089539794921873,0.0007070707070707116,0.290680298173391,0.0031887673040866893,0.30818766519261076,0.00313578188523385,0.332069654045474,0.0016282636372830846,0.31752122292997786,0.0015916187062294284
780,TIC 352378412,0.676,0.0015151515151514694,0.218637082512107,0.0007729928466573988,0.3028816043635233,0.001279343249836285,0.33140358407457987,0.0005418071686988893,0.317776938879354,0.0005636748785556708
806,TIC 83905462,9.633587304687499,0.009999999999999787,0.054111091626136365,9.674242310030906e-05,0.05845041830376274,0.00014343839073924957,0.34630822631100444,0.00029559696398791675,0.3373988722697656,0.0003938680217322271
841,TIC 388436487,3.0980756347656246,0.009999999999999787,0.033337994672601706,0.00025893087571748826,0.033209957907941345,0.00025541700149290907,0.5154775922644321,0.001782210513004542,0.5140091426476772,0.0016806466138492653
846,TIC 301909087,4.4460542724609375,0.009999999999999787,0.08416669169761093,7.556103908852187e-05,0.08366695453315515,6.582972764904147e-05,0.4431828120038109,0.00016849046528148154,0.4394486630759446,0.0001535882315370661
873,TIC 384654908,8.881716918945312,0.009999999999999787,0.12604922063322127,0.0009341830857146721,0.10519073371825244,0.0008420377997400511,0.475746151161468,0.0013199176496085155,0.46061371828359804,0.001247651960570413
891,TIC 63623869,1.5265984222412108,0.010000000000000009,0.06226950752261301,0.0014675569645166558,0.0667024764600842,0.0006576515668988821,0.33524372229119626,0.002342334672746745,0.31299630139095214,0.0017670871918807278
899,TIC 428735978,2.714867431640625,0.009999999999999787,0.12578765518921542,0.0001089183062143872,0.12480172536406703,0.00011167924584131855,0.42863083402687446,0.00016140943377394558,0.4204587435212144,0.00016377616144578
917,TIC 117175528,2.254834838867187,0.009999999999999787,0.13269821984914998,0.00017330135218007782,0.14306407239575689,0.0001852168427471653,0.36623184986881513,0.0002189792636976246,0.3559205378430585,0.0002175441396730194
919,TIC 286566392,1.446364111328125,0.007777777777777883,0.13264905490160447,0.0007613448430102756,0.12207846320274326,0.001164372070979462,0.3395425548197574,0.0009782998940195083,0.3277090541611274,0.001137006839188856
932,TIC 53708889,8.46048358154297,0.009999999999999787,0.04565497138531331,3.0470434071969976e-05,0.043480362727341536,2.9916396734471863e-05,0.475823452605348,0.00014050782598480594,0.47164174021755817,0.00014434995639082466
959,TIC 21174723,0.46401818695068353,0.00010101010101010166,0.09741513609647776,0.0017086584909130715,0.09438995928207289,0.0025079137710811656,0.6156483856964176,0.004908596960382913,0.6295894862685142,0.005986220202264029
969,TIC 348517784,4.221257629394531,0.009999999999999787,0.05065003135479,0.0001570569986950134,0.04781317811758057,0.00019076307498206235,0.3894428265669755,0.0005373228634981222,0.36852501658497167,0.0007182246023896894
982,TIC 346783960,5.732489794921875,0.009999999999999787,0.07103417718738866,0.00028589659215327563,0.07018979059986456,0.00029126317434953036,0.4003916550958331,0.0006730698736136722,0.40385356339282463,0.0006701922260137492
