Index Target Period Width1 Width2 Depth1 Depth2
19 TIC 177308817 20.007239941406247 0.30092457694346986 0.3404166055244879 0.004561868667997614 0.002650830648009364
20 TIC 142013583 0.3219056640625 0.39326324601913165 0.3455331324503629 0.11635993755542304 0.09617473938912281
21 TIC 31415131 0.78988427734375 0.298416020618661 0.49999990342058154 0.21458731162439754 0.22330237255437213
22 TIC 146530594 13.221305157470702 0.029326304272969984 0.48582252528279246 0.04548180880337799 0.002420951764538907
23 TIC 167719897 0.5131001953125001 0.44884785197122345 0.4153400367141311 0.12299496651319042 0.11406568611884964
24 TIC 391906858 1.14777578125 0.46136735215713265 0.46255293773488815 0.008965629718580136 0.007038556088567284
25 TIC 349911034 1.077 0.09633103178678189 0.096091603884122 0.01618708450865982 0.015130955347273014
26 TIC 349642881 2.947712109375 0.03159865193054445 0.02306851857127766 0.06904238761066224 0.06630325094413952
27 TIC 150101472 3.232355615234374 0.00010003803401176996 0.06851303249842641 7.768404890313218e-10 0.0019531750847402484
28 TIC 22221233 1.8625455078125 0.47790452752828294 0.35580362537620336 0.12095934253125185 0.03130944223887035
29 TIC 93997745 1.119890625 0.3919897099038438 0.3177590112770845 0.015453045277634393 0.008951820957666428
30 TIC 177258700 0.6880000000000001 0.39751630968362706 0.433229025480042 0.43587910711974265 0.40022530148850266
31 TIC 189639080 3.1339234863281247 0.021397951484220808 0.021181154063474296 0.13017081674391484 0.10427186604028442
32 TIC 382069441 5.4886029296875005 0.08411464462491378 0.2658141125185334 0.014564399113447445 0.005064792726792262
33 TIC 349518145 8.280797827148437 0.02083104718178247 0.01954244205906551 0.03929143538028734 0.0323000432512054
34 TIC 289801742 1.3889321777343748 0.17743500742218027 0.19858267249324296 0.1941992728550808 0.11044777969091468
35 TIC 106309554 1.102946142578125 0.2958854846819928 0.2673586884106975 0.20946660236290593 0.05559382843309184
36 TIC 468997317 1.3493164062499998 0.36123060391416234 0.3717444691037962 0.012516731075912519 0.01226266542642121
37 TIC 167005326 0.72 0.42730265746326346 0.39483631880364645 0.08124363402228477 0.03162006942686043
38 TIC 321312438 1.184594970703125 0.07874879308405622 0.00010001224781503815 0.0027807258050389387 0.005196547320691747
39 TIC 450276745 1.26556728515625 0.15699010123452645 0.1425093915867583 0.03264689163568728 0.024356388351622148
40 TIC 135244338 0.614759765625 0.40637605191864273 0.364721271132087 0.09356430631241547 0.0896137409016538
41 TIC 181226974 1.934377734375 0.07746030869017112 0.18347367996235467 0.040751668510094936 0.0051873685680076395
42 TIC 5981829 1.799 0.1403094381604491 0.3575401350839562 0.10750113332520893 0.03944480993560592
43 TIC 293081694 1.254 0.4999999991533154 0.41409931695302304 0.03763402114735136 0.014902797938092106
44 TIC 457427613 12.156826177978513 0.27649777321801083 0.39743246803200716 0.0012320606850147143 0.0011960334254415266
45 TIC 167722431 0.54105283203125 0.26070069440606836 0.4999999968154069 0.40009839660644997 0.3097562220157017
46 TIC 167692491 0.42091777343750003 0.44826914257044015 0.4110903547898049 0.05080151717383494 0.04478016358308122
47 TIC 294206967 4.124430322265626 0.07037481298542762 0.06300179071268458 0.01315709545138401 0.008795997571140463
48 TIC 228760807 0.778 0.1110446590111645 0.41408991920432564 0.038998402417344244 0.03181791462328305
49 TIC 295885511 5.0558765625 0.06549598898019929 0.07608561390673657 0.011916444894245412 0.006064909772866674
50 TIC 38586438 1.111054248046875 0.057020643351055014 0.05056010282034049 0.15192699132504434 0.1226751752923837
51 TIC 398850090 9.630744995117187 0.03654402244544336 0.06642969430732842 0.24888886730511847 6.951866970612843e-12
52 TIC 73177813 8.812602313232421 0.4261177168877087 0.4392950142221281 0.04001891227594605 0.015909751607094506
53 TIC 30313682 5.7300205810546885 0.05265851349870103 0.04928416585257851 0.1585990534801675 0.1079554158630239
54 TIC 308085294 9.106173217773438 0.3893593172435931 0.4173771474631258 0.0024298776418503216 0.0014225974121190484
55 TIC 300293197 12.556273864746089 0.28102609715840343 0.23384671304551397 0.004160084247442851 0.004073385229520158
56 TIC 364302118 1.3451313476562499 0.3484545572680122 0.37291409596415515 0.07272784249844323 0.04243118273082953
57 TIC 272357134 4.1962048828125 0.05810964755993932 0.3121583428056681 0.01793981977904708 0.0019573871444536093
58 TIC 318986273 3.108848193359375 0.09573501672619827 0.10804861666412505 0.1220332507971783 0.02551023553178467
59 TIC 261677352 1.1477197265624999 0.4264648547828698 0.4235106965285074 0.11597729127348139 0.11503696452758072
60 TIC 355151781 1.5738462890624998 0.31416556343388696 0.3544110219313483 0.03203125423514781 0.028846400861110212
61 TIC 276935987 4.251636669921876 0.3275858634909118 0.32457309977164606 0.6969814188389747 0.5413509421275093
62 TIC 349480507 3.1245338867187504 0.08851022590835941 0.08861115068639583 0.37939931976450514 0.3793349756525841
63 TIC 72121778 6.011926611328125 0.02373432481484051 0.023404445882222034 0.06963777652994155 0.010148072765996
64 TIC 390549095 1.86754697265625 0.31922332792066854 0.28719079912263157 0.006646278507181004 0.0031785694109130523
65 TIC 300443831 0.84708271484375 0.4557800487776221 0.4330971187384152 0.2392480146376688 0.2405195442428013
66 TIC 167338355 0.2881001953125001 0.3979656511074957 0.3793495255499518 0.4851640722691726 0.43422514761260605
67 TIC 294784522 0.49670878906250004 0.49999999998226574 0.4025862233321158 0.1141056791410921 0.11405149167202872
68 TIC 347752831 11.584839184570313 0.00017436409238709677 0.4524033251266246 0.00619729899212141 0.00017382474841600348
69 TIC 149473467 1.095053466796875 0.22002772144389104 0.152172458506043 0.2627339575264591 0.05161736020069077
70 TIC 278822321 0.6380623046875 0.37151682906419586 0.36893247252973466 0.10765865297508581 0.07228460506007948
71 TIC 421191260 2.676 0.061156433045419206 0.2941110056074767 0.02070768214803763 0.004195328892610723
72 TIC 229889119 0.88708662109375 0.4243704979613431 0.4050639861008125 0.31580495850365525 0.24543668016189463
73 TIC 434515577 0.31675234375000005 0.3005592217965295 0.3167500445432212 0.1038476471354336 0.10347680552939945
74 TIC 149976187 0.896956201171875 0.36590498380190306 0.3628014855631613 0.16297962343516953 0.16243213969950787
75 TIC 33715938 2.876838641357422 0.07202037092327705 0.0707417666608185 0.3423184237747591 0.34447370940991984
76 TIC 294092960 0.902 0.12741679159043298 0.26462304794299835 0.04472397257751918 0.013036326381444521
77 TIC 149629043 2.18805341796875 0.0735200701691888 0.07390203206673435 0.38787300919527345 0.36782728815923904
78 TIC 93000166 1.4412958984375 0.41638534193366045 0.3826776702311481 0.002714450850236968 0.0019068072934547483
79 TIC 167891342 0.6338452148437501 0.3810998354338081 0.419903558285169 0.20459850138850927 0.18674505645967818
80 TIC 451960523 2.44764140625 0.09906506487623329 0.12976692673000706 0.5539467463436705 0.1808619635489933
81 TIC 107012110 6.2139037109375 0.4999999952503248 0.4567368959264081 0.00901268439759046 0.006221586807611264
82 TIC 135050395 10.308278320312496 0.49999991962892143 0.4995262323316375 0.007703423603676773 0.010997498428014361
83 TIC 167123437 0.7670374511718749 0.11521794004308404 0.09636270801427751 0.08327367529358244 0.030886329634143037
84 TIC 23555025 4.745884130859375 0.01845287031665014 0.05016385797989456 0.027053305344394242 3.3883795819773233e-12
85 TIC 320228013 15.435456530761718 0.29964280411519684 0.49987396317739985 0.1150651176286733 0.08214827674639155
