Index, Target, Period, P Error, Width1, D1 Error, Width2, D2 Error, Depth1, A1 Error, Depth2, A2 Error
2528,TIC 73386477,2.183146875,0.009999999999999787,0.12991469517108128,0.0008981897595417843,0.1328135241460194,0.0007064863485118902,0.46501416873873264,0.0010607676472196282,0.4585028982808225,0.0011169524360808976
2542,TIC 53997651,2.9170712158203123,0.009999999999999787,0.029698028338821465,0.00010976246701416956,0.028298366073344988,0.00010648699466198297,0.3406956154938736,0.0006095515645656246,0.33461329676000046,0.0006083065734623708
2620,TIC 22818693,5.629931274414063,0.009999999999999787,0.01677920066749082,5.551623665334981e-05,0.017038045871956654,6.80004806346943e-05,0.435417292275176,0.0006621936038591111,0.43779589867751273,0.0008004331235498501
2671,TIC 180570279,9.585643524169921,0.009999999999999787,0.05351710739378833,0.0003120563969028547,0.05283001523631145,0.0003177345550611203,0.5217304918339557,0.0015259065524542688,0.48662720168280654,0.0015091523475901402
2685,TIC 339540793,3.7747235107421875,0.009999999999999787,0.06383891765997785,7.713597116337708e-05,0.06442306552776485,7.777058241091017e-05,0.40289984904295684,0.00023422493911398325,0.3940611295512708,0.00023324315932208127
2693,TIC 357358259,6.239152319335938,0.009999999999999787,0.05635607735493896,0.0011934982947773582,0.05559466834470869,0.0012013248265504537,0.45939487789734396,0.004063378601449319,0.45402198001948785,0.004102322541956058
2766,TIC 392909786,0.40784062500000007,0.010000000000000009,0.26330932484748604,0.005727960335686366,0.26988469029337686,0.008692051279635024,0.45590519207489355,0.004520493877293139,0.4628222471553026,0.004898759348167331
2819,TIC 31850842,4.6391698852539065,0.009999999999999787,0.028435323409401428,0.00015725499304060093,0.028514768565934934,0.0001836980474291606,0.3043922010649764,0.0008221928655508499,0.3052368723679538,0.0009552427623919128
2847,TIC 164681172,9.810119750976565,0.009999999999999787,0.017853243174798864,9.539195568624277e-05,0.017694667833181618,9.471134485665809e-05,0.3231758410768391,0.0008393130148895512,0.3220512091359358,0.0008385919677320633
2878,TIC 41865879,13.762183593749999,0.009999999999999787,0.05068527332616671,0.0003302012878022043,0.030466104064281824,0.0015519709185885491,0.3721608251683933,0.0016702874069154995,0.3707189965312393,0.006826804982470863
